family_id,region,survey_type,satisfied_with_services,satisfied_case_management,involved_in_service_planning,gets_needed_information,services_meet_needs,respite_access_adequate,community_connections_support,would_recommend_services
FAM-01094,Western New York,Adult Family Survey,1,1,1,1,0,1,1,1
FAM-01095,Western New York,Adult Family Survey,1,0,1,0,0,1,0,1
FAM-01096,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01097,Hudson Valley,Family/Guardian Survey,1,1,0,1,0,1,0,1
FAM-01098,Long Island,Family/Guardian Survey,1,1,1,1,1,0,0,0
FAM-01099,Central New York,Adult Family Survey,1,1,0,0,1,0,1,0
FAM-01100,New York City,Child Family Survey,1,1,1,1,1,1,0,0
FAM-01101,Western New York,Adult Family Survey,1,0,1,1,0,1,1,1
FAM-01102,New York City,Child Family Survey,1,1,1,1,1,0,0,1
FAM-01103,Long Island,Adult Family Survey,1,0,1,0,1,1,1,0
FAM-01104,Long Island,Adult Family Survey,1,1,0,1,1,1,1,1
FAM-01105,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01106,Hudson Valley,Family/Guardian Survey,1,1,0,1,1,0,0,1
FAM-01107,Long Island,Child Family Survey,1,1,1,1,0,0,1,1
FAM-01108,Southern Tier,Child Family Survey,1,1,1,1,1,1,1,0
FAM-01109,Hudson Valley,Child Family Survey,1,1,0,0,1,1,1,0
FAM-01110,New York City,Child Family Survey,1,1,1,0,1,1,1,1
FAM-01111,Long Island,Child Family Survey,0,0,1,1,0,1,0,1
FAM-01112,Central New York,Child Family Survey,0,1,1,0,1,1,1,1
FAM-01113,Central New York,Child Family Survey,1,0,1,1,1,0,1,1
FAM-01114,New York City,Adult Family Survey,1,0,0,1,1,1,0,1
FAM-01115,New York City,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-01116,New York City,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01117,Hudson Valley,Child Family Survey,0,0,1,1,1,0,0,1
FAM-01118,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01119,Hudson Valley,Family/Guardian Survey,0,1,1,1,1,1,0,1
FAM-01120,Southern Tier,Family/Guardian Survey,1,0,1,0,0,0,0,1
FAM-01121,Western New York,Child Family Survey,1,0,1,0,1,0,1,1
FAM-01122,New York City,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01123,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01124,New York City,Adult Family Survey,1,0,1,1,1,1,1,1
FAM-01125,Western New York,Child Family Survey,0,1,1,0,1,0,0,1
FAM-01126,New York City,Adult Family Survey,0,1,1,1,1,1,1,0
FAM-01127,Hudson Valley,Adult Family Survey,1,0,1,0,1,0,0,1
FAM-01128,Long Island,Adult Family Survey,1,1,1,1,0,0,0,1
FAM-01129,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01130,Capital Region,Family/Guardian Survey,1,0,0,1,1,1,0,1
FAM-01131,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,0
FAM-01132,Hudson Valley,Family/Guardian Survey,0,1,0,1,0,1,0,0
FAM-01133,Western New York,Child Family Survey,0,1,0,1,1,0,0,1
FAM-01134,Hudson Valley,Family/Guardian Survey,1,1,1,1,1,1,1,0
FAM-01135,Finger Lakes,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-01136,New York City,Child Family Survey,0,1,1,1,1,1,1,1
FAM-01137,New York City,Child Family Survey,0,1,1,0,1,1,1,1
FAM-01138,North Country,Adult Family Survey,1,1,0,0,1,1,0,1
FAM-01139,Long Island,Child Family Survey,1,1,0,1,0,1,1,1
FAM-01140,Hudson Valley,Adult Family Survey,1,1,0,1,1,1,1,1
FAM-01141,Southern Tier,Adult Family Survey,1,1,1,0,1,0,0,1
FAM-01142,New York City,Adult Family Survey,1,1,1,1,0,0,0,1
FAM-01143,Long Island,Family/Guardian Survey,1,0,1,1,0,1,1,1
FAM-01144,Hudson Valley,Adult Family Survey,1,1,0,1,1,0,1,1
FAM-01145,Mohawk Valley,Adult Family Survey,0,1,1,1,1,1,1,1
FAM-01146,Capital Region,Family/Guardian Survey,0,0,0,1,0,1,1,1
FAM-01147,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01148,Long Island,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01149,Hudson Valley,Child Family Survey,1,0,1,1,1,0,0,1
FAM-01150,Western New York,Child Family Survey,0,1,1,0,0,1,1,1
FAM-01151,Hudson Valley,Child Family Survey,1,1,1,1,1,1,0,1
FAM-01152,Hudson Valley,Child Family Survey,0,1,1,0,1,0,0,0
FAM-01153,New York City,Adult Family Survey,1,1,1,1,0,1,1,1
FAM-01154,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01155,Finger Lakes,Family/Guardian Survey,0,1,1,1,1,1,0,1
FAM-01156,Central New York,Family/Guardian Survey,1,0,1,1,1,1,1,0
FAM-01157,Southern Tier,Child Family Survey,1,0,1,1,1,1,0,0
FAM-01158,Southern Tier,Adult Family Survey,0,1,0,1,1,1,1,1
FAM-01159,New York City,Adult Family Survey,1,0,1,1,1,0,0,1
FAM-01160,Capital Region,Child Family Survey,1,0,1,1,1,1,1,1
FAM-01161,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01162,Central New York,Adult Family Survey,1,0,1,1,1,1,0,1
FAM-01163,Hudson Valley,Family/Guardian Survey,1,1,0,0,0,1,0,1
FAM-01164,Long Island,Child Family Survey,1,1,1,0,0,0,1,1
FAM-01165,Finger Lakes,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01166,New York City,Family/Guardian Survey,1,1,1,1,1,0,0,1
FAM-01167,Central New York,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01168,Mohawk Valley,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-01169,Long Island,Child Family Survey,0,1,1,1,1,0,0,1
FAM-01170,Western New York,Child Family Survey,0,1,0,1,0,0,1,0
FAM-01171,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01172,New York City,Adult Family Survey,0,1,0,1,1,1,1,1
FAM-01173,New York City,Family/Guardian Survey,0,1,1,1,1,0,1,1
FAM-01174,Finger Lakes,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01175,Finger Lakes,Child Family Survey,1,1,1,1,1,1,0,1
FAM-01176,New York City,Adult Family Survey,1,1,1,1,1,1,1,0
FAM-01177,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01178,New York City,Adult Family Survey,1,1,1,0,0,1,1,0
FAM-01179,Southern Tier,Adult Family Survey,1,0,0,0,1,1,0,1
FAM-01180,Western New York,Family/Guardian Survey,0,0,1,0,1,0,0,0
FAM-01181,New York City,Adult Family Survey,1,1,1,0,1,0,1,1
FAM-01182,New York City,Adult Family Survey,1,1,1,0,0,1,1,1
FAM-01183,Southern Tier,Child Family Survey,1,0,1,0,1,0,0,0
FAM-01184,Hudson Valley,Child Family Survey,1,0,1,1,1,1,1,1
FAM-01185,Western New York,Child Family Survey,1,0,1,1,1,0,1,1
FAM-01186,Long Island,Family/Guardian Survey,1,1,0,0,1,0,1,1
FAM-01187,New York City,Family/Guardian Survey,1,0,1,1,1,0,0,1
FAM-01188,Long Island,Family/Guardian Survey,1,0,1,0,0,0,0,1
FAM-01189,Capital Region,Child Family Survey,1,0,1,0,0,0,0,1
FAM-01190,Finger Lakes,Child Family Survey,1,1,1,1,1,0,1,0
FAM-01191,Central New York,Family/Guardian Survey,1,1,0,1,1,0,1,1
FAM-01192,New York City,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01193,Hudson Valley,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01194,Hudson Valley,Child Family Survey,0,1,1,1,1,1,1,1
FAM-01195,New York City,Adult Family Survey,1,1,1,1,1,1,0,0
FAM-01196,Capital Region,Family/Guardian Survey,1,0,0,0,1,1,1,1
FAM-01197,Western New York,Family/Guardian Survey,0,1,1,0,1,0,0,1
FAM-01198,Western New York,Child Family Survey,0,1,1,0,1,0,0,0
FAM-01199,New York City,Child Family Survey,1,1,1,0,0,1,1,1
FAM-01200,Central New York,Child Family Survey,1,1,1,1,0,1,1,1
FAM-01201,Long Island,Child Family Survey,1,1,1,0,1,0,0,0
FAM-01202,Long Island,Child Family Survey,1,1,0,1,0,0,1,0
FAM-01203,Long Island,Adult Family Survey,1,0,1,0,1,1,0,1
FAM-01204,Long Island,Adult Family Survey,1,1,1,0,1,1,0,1
FAM-01205,Mohawk Valley,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01206,Central New York,Family/Guardian Survey,1,1,1,0,0,0,1,1
FAM-01207,Finger Lakes,Family/Guardian Survey,1,1,1,0,0,1,1,1
FAM-01208,Western New York,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01209,Hudson Valley,Adult Family Survey,1,1,0,0,1,1,1,1
FAM-01210,Finger Lakes,Adult Family Survey,1,1,0,1,1,1,1,1
FAM-01211,New York City,Child Family Survey,1,1,1,1,1,1,0,1
FAM-01212,Southern Tier,Adult Family Survey,1,0,1,1,1,0,0,1
FAM-01213,New York City,Family/Guardian Survey,1,1,1,1,0,1,1,1
FAM-01214,New York City,Child Family Survey,1,1,1,0,1,1,1,1
FAM-01215,New York City,Child Family Survey,1,1,1,1,1,0,1,1
FAM-01216,Hudson Valley,Child Family Survey,1,1,0,0,1,0,1,1
FAM-01217,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01218,Long Island,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01219,Hudson Valley,Family/Guardian Survey,1,1,1,0,0,1,1,1
FAM-01220,Capital Region,Family/Guardian Survey,0,1,1,0,1,0,1,0
FAM-01221,Western New York,Family/Guardian Survey,1,1,1,0,0,1,0,1
FAM-01222,New York City,Adult Family Survey,0,1,1,1,1,0,1,1
FAM-01223,Western New York,Child Family Survey,1,1,1,0,1,1,1,1
FAM-01224,Hudson Valley,Child Family Survey,1,0,1,0,0,1,0,1
FAM-01225,Finger Lakes,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01226,Hudson Valley,Family/Guardian Survey,1,1,1,0,1,0,1,1
FAM-01227,Hudson Valley,Adult Family Survey,0,1,1,1,1,0,1,1
FAM-01228,Hudson Valley,Child Family Survey,1,1,1,0,1,1,0,1
FAM-01229,New York City,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01230,Finger Lakes,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01231,Central New York,Family/Guardian Survey,0,1,0,1,1,1,0,1
FAM-01232,Finger Lakes,Child Family Survey,1,0,1,0,1,0,1,1
FAM-01233,Western New York,Child Family Survey,0,1,1,0,0,1,1,0
FAM-01234,Mohawk Valley,Family/Guardian Survey,1,1,1,1,1,0,0,1
FAM-01235,New York City,Child Family Survey,0,1,1,0,1,1,1,1
FAM-01236,Hudson Valley,Family/Guardian Survey,0,1,0,0,1,1,1,0
FAM-01237,Western New York,Family/Guardian Survey,0,1,1,0,0,1,1,1
FAM-01238,Finger Lakes,Family/Guardian Survey,1,1,0,1,1,1,1,1
FAM-01239,North Country,Family/Guardian Survey,1,1,1,1,1,0,0,1
FAM-01240,Western New York,Adult Family Survey,1,0,0,0,1,0,1,0
FAM-01241,Long Island,Family/Guardian Survey,1,1,1,0,1,1,0,0
FAM-01242,Central New York,Child Family Survey,0,1,1,1,1,0,1,1
FAM-01243,Western New York,Child Family Survey,1,1,0,1,1,0,1,0
FAM-01244,New York City,Child Family Survey,1,1,1,1,1,0,1,1
FAM-01245,New York City,Family/Guardian Survey,1,1,1,0,1,0,0,1
FAM-01246,Long Island,Adult Family Survey,0,0,1,1,1,0,1,1
FAM-01247,New York City,Child Family Survey,1,1,1,0,1,1,0,1
FAM-01248,Long Island,Adult Family Survey,1,1,1,0,0,0,1,1
FAM-01249,Western New York,Adult Family Survey,1,0,1,1,1,0,1,0
FAM-01250,Western New York,Family/Guardian Survey,1,0,0,1,1,0,1,1
FAM-01251,Mohawk Valley,Child Family Survey,1,0,0,0,1,1,1,1
FAM-01252,New York City,Child Family Survey,0,1,1,1,1,1,1,1
FAM-01253,New York City,Child Family Survey,1,1,1,1,1,0,1,1
FAM-01254,Finger Lakes,Family/Guardian Survey,1,1,0,0,1,0,1,1
FAM-01255,Hudson Valley,Child Family Survey,1,1,0,0,1,0,0,1
FAM-01256,Long Island,Adult Family Survey,1,1,0,1,1,1,1,1
FAM-01257,New York City,Child Family Survey,1,1,1,1,1,1,0,0
FAM-01258,Long Island,Adult Family Survey,1,0,1,0,1,0,1,0
FAM-01259,Central New York,Child Family Survey,0,1,1,1,1,1,0,1
FAM-01260,Long Island,Adult Family Survey,1,1,0,0,0,0,1,1
FAM-01261,Southern Tier,Family/Guardian Survey,0,1,1,1,1,1,1,1
FAM-01262,Capital Region,Adult Family Survey,1,1,1,1,1,1,0,0
FAM-01263,Western New York,Adult Family Survey,1,0,1,0,1,1,1,1
FAM-01264,North Country,Child Family Survey,1,1,1,0,0,1,0,1
FAM-01265,Western New York,Family/Guardian Survey,1,0,1,1,1,1,0,0
FAM-01266,Southern Tier,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-01267,Western New York,Adult Family Survey,1,1,1,0,1,0,1,1
FAM-01268,Western New York,Family/Guardian Survey,1,0,1,0,0,1,1,0
FAM-01269,Western New York,Adult Family Survey,1,0,1,1,1,1,0,0
FAM-01270,Mohawk Valley,Adult Family Survey,1,1,0,0,1,1,0,1
FAM-01271,Mohawk Valley,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01272,North Country,Child Family Survey,1,1,1,1,0,0,0,1
FAM-01273,Long Island,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01274,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01275,Western New York,Family/Guardian Survey,1,1,0,0,1,1,0,0
FAM-01276,Capital Region,Adult Family Survey,0,0,1,0,1,0,1,1
FAM-01277,Western New York,Family/Guardian Survey,0,1,1,1,1,0,0,0
FAM-01278,Finger Lakes,Adult Family Survey,1,0,1,1,1,1,1,1
FAM-01279,North Country,Family/Guardian Survey,1,1,1,1,0,1,0,1
FAM-01280,Capital Region,Adult Family Survey,1,0,0,0,1,1,0,1
FAM-01281,Hudson Valley,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01282,Western New York,Child Family Survey,1,1,0,1,0,1,1,0
FAM-01283,Long Island,Child Family Survey,0,0,0,0,1,0,0,1
FAM-01284,Hudson Valley,Family/Guardian Survey,0,1,0,1,1,0,1,0
FAM-01285,Long Island,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01286,Central New York,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-01287,Finger Lakes,Family/Guardian Survey,1,1,0,1,1,0,0,1
FAM-01288,North Country,Child Family Survey,1,0,1,1,0,1,1,0
FAM-01289,New York City,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-01290,Hudson Valley,Family/Guardian Survey,0,1,1,1,1,1,1,1
FAM-01291,Western New York,Adult Family Survey,1,1,1,1,0,0,0,0
FAM-01292,Hudson Valley,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01293,Central New York,Child Family Survey,0,0,1,0,1,0,1,1
FAM-01294,New York City,Family/Guardian Survey,1,0,0,0,1,1,1,0
FAM-01295,Finger Lakes,Child Family Survey,1,1,1,0,1,0,0,1
FAM-01296,Long Island,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-01297,Mohawk Valley,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01298,Hudson Valley,Family/Guardian Survey,1,1,1,1,0,1,0,1
FAM-01299,New York City,Family/Guardian Survey,1,1,0,1,1,0,1,1
FAM-01300,New York City,Child Family Survey,1,0,1,1,1,1,0,1
FAM-01301,Southern Tier,Family/Guardian Survey,0,1,1,1,1,0,1,1
FAM-01302,Finger Lakes,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01303,Finger Lakes,Family/Guardian Survey,0,1,1,1,1,0,0,1
FAM-01304,Hudson Valley,Family/Guardian Survey,1,1,1,0,1,1,0,1
FAM-01305,Southern Tier,Child Family Survey,1,1,0,1,1,1,0,0
FAM-01306,New York City,Family/Guardian Survey,1,1,1,1,1,0,0,1
FAM-01307,New York City,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01308,Long Island,Family/Guardian Survey,1,0,1,1,1,1,0,1
FAM-01309,New York City,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-01310,Finger Lakes,Child Family Survey,0,1,1,0,0,1,1,1
FAM-01311,Long Island,Family/Guardian Survey,1,0,1,1,0,1,0,0
FAM-01312,Mohawk Valley,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01313,New York City,Family/Guardian Survey,1,1,0,1,1,0,0,1
FAM-01314,Hudson Valley,Adult Family Survey,1,1,1,1,0,0,1,1
FAM-01315,Finger Lakes,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01316,New York City,Adult Family Survey,1,1,1,1,1,1,1,0
FAM-01317,Hudson Valley,Child Family Survey,1,0,1,1,1,1,0,0
FAM-01318,New York City,Family/Guardian Survey,1,1,1,1,0,1,0,1
FAM-01319,New York City,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01320,Hudson Valley,Adult Family Survey,0,1,1,1,1,1,0,1
FAM-01321,New York City,Adult Family Survey,1,0,0,1,1,1,1,1
FAM-01322,Long Island,Family/Guardian Survey,1,0,1,1,1,1,0,1
FAM-01323,New York City,Child Family Survey,1,0,1,1,1,0,0,0
FAM-01324,Finger Lakes,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01325,Central New York,Family/Guardian Survey,0,1,1,0,1,0,0,1
FAM-01326,Long Island,Child Family Survey,1,1,1,1,1,0,1,0
FAM-01327,Long Island,Family/Guardian Survey,1,1,1,1,0,0,1,1
FAM-01328,New York City,Family/Guardian Survey,1,1,1,0,1,1,0,1
FAM-01329,Hudson Valley,Child Family Survey,1,1,1,0,0,1,1,1
FAM-01330,Capital Region,Family/Guardian Survey,1,1,0,0,1,0,0,0
FAM-01331,Finger Lakes,Child Family Survey,1,1,1,0,1,1,0,1
FAM-01332,Finger Lakes,Family/Guardian Survey,1,0,1,1,1,0,0,1
FAM-01333,New York City,Family/Guardian Survey,1,0,1,1,1,0,1,1
FAM-01334,North Country,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01335,Long Island,Family/Guardian Survey,1,1,0,0,1,0,1,1
FAM-01336,Hudson Valley,Family/Guardian Survey,1,1,0,0,0,1,1,0
FAM-01337,Finger Lakes,Child Family Survey,0,1,1,1,1,0,0,1
FAM-01338,New York City,Family/Guardian Survey,1,1,1,0,0,0,1,0
FAM-01339,New York City,Family/Guardian Survey,1,1,1,0,1,1,1,1
FAM-01340,Long Island,Adult Family Survey,1,0,1,1,1,1,0,0
FAM-01341,New York City,Adult Family Survey,1,1,1,0,1,1,1,1
FAM-01342,New York City,Family/Guardian Survey,1,1,1,0,1,1,0,1
FAM-01343,Central New York,Child Family Survey,0,1,1,1,1,1,1,1
FAM-01344,New York City,Adult Family Survey,1,1,1,0,1,1,1,0
FAM-01345,Mohawk Valley,Family/Guardian Survey,1,0,1,0,1,0,1,1
FAM-01346,New York City,Adult Family Survey,1,0,0,1,1,1,1,1
FAM-01347,Western New York,Adult Family Survey,0,0,0,1,1,1,0,1
FAM-01348,Finger Lakes,Child Family Survey,1,1,1,1,1,1,0,1
FAM-01349,Hudson Valley,Adult Family Survey,1,1,1,1,1,0,1,0
FAM-01350,New York City,Family/Guardian Survey,1,0,1,1,1,1,1,1
FAM-01351,New York City,Adult Family Survey,1,1,1,0,1,1,1,1
FAM-01352,North Country,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-01353,New York City,Adult Family Survey,1,1,1,1,0,1,1,1
FAM-01354,Capital Region,Family/Guardian Survey,1,1,1,0,0,1,1,1
FAM-01355,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01356,Long Island,Family/Guardian Survey,1,1,1,1,1,0,1,1
FAM-01357,Hudson Valley,Family/Guardian Survey,1,1,1,0,0,0,0,1
FAM-01358,Finger Lakes,Family/Guardian Survey,0,1,1,1,1,1,1,1
FAM-01359,Finger Lakes,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01360,Western New York,Adult Family Survey,0,0,1,1,1,0,0,1
FAM-01361,Capital Region,Family/Guardian Survey,0,1,1,1,0,0,1,0
FAM-01362,Finger Lakes,Child Family Survey,1,1,1,1,0,0,1,1
FAM-01363,New York City,Family/Guardian Survey,1,1,1,1,1,1,1,1
FAM-01364,Mohawk Valley,Child Family Survey,1,0,1,1,0,0,1,1
FAM-01365,New York City,Adult Family Survey,1,0,1,1,1,1,1,0
FAM-01366,Finger Lakes,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01367,New York City,Child Family Survey,1,1,1,1,1,0,0,1
FAM-01368,Central New York,Adult Family Survey,1,1,1,1,1,0,1,0
FAM-01369,Long Island,Family/Guardian Survey,1,1,1,0,0,0,1,0
FAM-01370,Long Island,Adult Family Survey,1,1,0,1,1,0,0,1
FAM-01371,Mohawk Valley,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01372,Hudson Valley,Family/Guardian Survey,1,1,1,0,0,0,0,1
FAM-01373,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01374,Long Island,Family/Guardian Survey,0,1,1,1,1,0,1,1
FAM-01375,North Country,Child Family Survey,1,1,0,1,1,0,1,1
FAM-01376,New York City,Adult Family Survey,1,1,1,1,1,0,0,0
FAM-01377,Long Island,Adult Family Survey,0,0,1,0,0,1,1,1
FAM-01378,Long Island,Adult Family Survey,1,0,1,1,1,0,0,1
FAM-01379,Capital Region,Child Family Survey,1,0,0,1,1,0,1,1
FAM-01380,Western New York,Family/Guardian Survey,1,1,1,0,1,0,1,1
FAM-01381,Western New York,Child Family Survey,1,1,1,1,0,0,0,0
FAM-01382,Mohawk Valley,Family/Guardian Survey,1,1,1,1,0,1,1,1
FAM-01383,Western New York,Adult Family Survey,1,1,1,0,1,1,1,0
FAM-01384,Central New York,Family/Guardian Survey,1,1,1,0,1,0,0,1
FAM-01385,Southern Tier,Family/Guardian Survey,1,1,1,1,1,0,0,1
FAM-01386,New York City,Family/Guardian Survey,0,1,1,1,1,1,1,1
FAM-01387,Central New York,Adult Family Survey,1,0,1,0,1,0,1,1
FAM-01388,Long Island,Child Family Survey,0,1,1,1,0,0,1,1
FAM-01389,Capital Region,Child Family Survey,0,1,0,0,1,0,0,0
FAM-01390,New York City,Family/Guardian Survey,0,1,1,1,1,1,1,1
FAM-01391,New York City,Family/Guardian Survey,1,1,0,1,1,1,0,1
FAM-01392,Capital Region,Child Family Survey,1,1,1,1,0,1,0,1
FAM-01393,Hudson Valley,Adult Family Survey,1,1,1,1,0,1,1,1
FAM-01394,Capital Region,Adult Family Survey,1,0,1,1,1,0,1,1
FAM-01395,Southern Tier,Child Family Survey,1,0,1,1,1,1,0,1
FAM-01396,Long Island,Family/Guardian Survey,1,1,0,1,1,1,1,0
FAM-01397,North Country,Child Family Survey,1,1,0,0,1,1,1,0
FAM-01398,Finger Lakes,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01399,Finger Lakes,Child Family Survey,1,1,1,1,1,1,0,1
FAM-01400,Western New York,Family/Guardian Survey,1,1,1,0,0,1,1,1
FAM-01401,Western New York,Adult Family Survey,1,0,1,1,1,0,1,1
FAM-01402,Western New York,Adult Family Survey,0,1,1,1,1,1,1,1
FAM-01403,Western New York,Family/Guardian Survey,1,0,1,1,1,1,0,1
FAM-01404,New York City,Child Family Survey,1,0,1,1,1,1,1,1
FAM-01405,Hudson Valley,Child Family Survey,1,1,0,0,0,0,0,1
FAM-01406,Central New York,Child Family Survey,1,1,1,0,1,0,1,0
FAM-01407,Southern Tier,Family/Guardian Survey,0,1,0,1,1,0,0,0
FAM-01408,Finger Lakes,Adult Family Survey,1,1,0,1,1,1,0,1
FAM-01409,New York City,Adult Family Survey,1,1,1,1,0,1,1,1
FAM-01410,Hudson Valley,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01411,Long Island,Child Family Survey,1,1,1,1,1,0,0,1
FAM-01412,Long Island,Adult Family Survey,0,1,1,0,1,1,0,1
FAM-01413,Long Island,Child Family Survey,1,1,1,0,1,0,1,1
FAM-01414,Mohawk Valley,Child Family Survey,0,1,1,1,1,1,0,1
FAM-01415,Capital Region,Adult Family Survey,0,1,1,1,0,0,0,1
FAM-01416,Capital Region,Family/Guardian Survey,1,0,1,0,1,1,0,1
FAM-01417,Capital Region,Child Family Survey,1,0,0,0,1,0,1,1
FAM-01418,Long Island,Adult Family Survey,1,1,0,0,1,1,0,1
FAM-01419,Hudson Valley,Family/Guardian Survey,1,0,1,1,1,0,0,0
FAM-01420,New York City,Adult Family Survey,1,1,1,0,1,1,1,1
FAM-01421,New York City,Child Family Survey,1,0,1,0,1,1,1,0
FAM-01422,Long Island,Family/Guardian Survey,1,0,0,1,1,1,0,1
FAM-01423,Western New York,Adult Family Survey,0,1,1,1,1,0,0,1
FAM-01424,Western New York,Child Family Survey,1,0,0,0,0,0,0,1
FAM-01425,New York City,Family/Guardian Survey,1,1,1,1,1,0,0,1
FAM-01426,New York City,Adult Family Survey,1,1,1,1,1,1,0,1
FAM-01427,Finger Lakes,Family/Guardian Survey,0,1,1,0,1,1,1,1
FAM-01428,New York City,Family/Guardian Survey,1,1,1,1,1,1,0,1
FAM-01429,Central New York,Family/Guardian Survey,1,1,1,1,1,0,0,1
FAM-01430,Western New York,Family/Guardian Survey,1,1,1,1,1,1,0,0
FAM-01431,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01432,Western New York,Child Family Survey,1,1,0,1,1,0,0,0
FAM-01433,North Country,Adult Family Survey,1,1,1,1,1,0,1,1
FAM-01434,Finger Lakes,Child Family Survey,1,1,1,0,0,1,1,1
FAM-01435,New York City,Child Family Survey,1,0,0,1,1,1,0,1
FAM-01436,North Country,Child Family Survey,1,0,0,0,0,0,1,1
FAM-01437,New York City,Adult Family Survey,1,1,0,1,1,1,0,1
FAM-01438,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01439,New York City,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01440,Western New York,Child Family Survey,1,1,1,1,1,1,0,1
FAM-01441,Long Island,Family/Guardian Survey,1,1,1,1,0,0,1,1
FAM-01442,North Country,Adult Family Survey,1,1,1,0,1,0,1,1
FAM-01443,Central New York,Family/Guardian Survey,0,1,1,1,0,0,1,1
FAM-01444,Western New York,Family/Guardian Survey,1,1,1,0,1,1,0,0
FAM-01445,Long Island,Family/Guardian Survey,1,1,0,1,1,1,0,1
FAM-01446,Mohawk Valley,Family/Guardian Survey,0,1,1,1,0,1,0,1
FAM-01447,Southern Tier,Family/Guardian Survey,1,0,1,1,1,1,1,0
FAM-01448,North Country,Child Family Survey,1,0,1,1,1,1,1,1
FAM-01449,Long Island,Adult Family Survey,0,1,0,1,0,0,0,1
FAM-01450,New York City,Child Family Survey,1,1,1,1,1,1,1,1
FAM-01451,Finger Lakes,Adult Family Survey,1,1,1,1,1,0,0,1
FAM-01452,Central New York,Family/Guardian Survey,1,1,1,1,0,0,0,1
FAM-01453,Southern Tier,Family/Guardian Survey,1,1,1,0,1,0,1,1
FAM-01454,Mohawk Valley,Adult Family Survey,1,1,1,1,1,1,1,1
FAM-01455,Finger Lakes,Child Family Survey,1,1,1,0,1,0,1,1
FAM-01456,Finger Lakes,Child Family Survey,1,1,1,1,1,0,0,1
FAM-01457,Central New York,Family/Guardian Survey,1,1,1,0,1,1,0,0
FAM-01458,New York City,Child Family Survey,1,1,1,1,1,0,1,1
